,precision,recall,f1-score,support
Red,0.0,0.0,0.0,0.0
Blue,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,20.0
D,0.037037037037037035,0.09090909090909091,0.05263157894736842,11.0
micro avg,0.021739130434782608,0.03225806451612903,0.025974025974025976,31.0
macro avg,0.009259259259259259,0.022727272727272728,0.013157894736842105,31.0
weighted avg,0.013142174432497012,0.03225806451612903,0.01867572156196944,31.0
